結	1	□□□□，□□□結
溢	1	四時不和，害氣蕃溢
疾	1	嗟命何辜，獨遭斯疾
游	1	□□□（勞），忽然遠游
丘	1	將即幽都，歸于電丘
流	1	涼風滲淋，寒水北流
期	1	□□□□，□□□期
滋	1	痛哉仁人，積德若滋
施	1	孔子大聖，抱道不施
此	1	□□□淵，亦遇此（菑）
有	1	守善不報，自古有之
離	1	非獨孝琚，遭逢百離
覆	1	□□□□，□□□覆
洽	1	恨不伸志，翻揚隆洽
修	1	身滅名存，美稱修（飭）
昆	1	□□□（日吉），流惠後昆
延	1	四時祭祀，煙火連延
人	1	萬歲不絕，勖于後人
通	榮	43	Mou2008.067.1
通	縱	43	Mou2008.067.1
通	皇	43	Mou2008.067.1
通	通	43	Mou2008.067.1
通	㢕	43	Mou2008.067.1
通	同	43	Mou2008.067.1
通	功	43	Mou2008.067.1
通	誦	43	Mou2008.067.1
通	易	43	Mou2008.067.1
通	歸	43	Mou2008.067.1
通	麗	43	Mou2008.067.1
常	綱	43	Mou2008.067.1
常	章	43	Mou2008.067.1
常	明	43	Mou2008.067.1
常	情	43	Mou2008.067.1
常	榮	43	Mou2008.067.1
常	縱	43	Mou2008.067.1
常	皇	43	Mou2008.067.1
常	通	43	Mou2008.067.1
常	㢕	43	Mou2008.067.1
常	同	43	Mou2008.067.1
常	功	43	Mou2008.067.1
常	誦	43	Mou2008.067.1
常	易	43	Mou2008.067.1
常	歸	43	Mou2008.067.1
常	麗	43	Mou2008.067.1
綱	章	43	Mou2008.067.1
綱	明	43	Mou2008.067.1
綱	情	43	Mou2008.067.1
綱	榮	43	Mou2008.067.1
綱	縱	43	Mou2008.067.1
綱	皇	43	Mou2008.067.1
綱	通	43	Mou2008.067.1
綱	㢕	43	Mou2008.067.1
綱	同	43	Mou2008.067.1
綱	功	43	Mou2008.067.1
綱	誦	43	Mou2008.067.1
綱	易	43	Mou2008.067.1
綱	歸	43	Mou2008.067.1
綱	麗	43	Mou2008.067.1
章	明	43	Mou2008.067.1
章	情	43	Mou2008.067.1
章	榮	43	Mou2008.067.1
章	縱	43	Mou2008.067.1
章	皇	43	Mou2008.067.1
章	通	43	Mou2008.067.1
章	㢕	43	Mou2008.067.1
章	同	43	Mou2008.067.1
章	功	43	Mou2008.067.1
章	誦	43	Mou2008.067.1
章	易	43	Mou2008.067.1
章	歸	43	Mou2008.067.1
章	麗	43	Mou2008.067.1
明	情	43	Mou2008.067.1
明	榮	43	Mou2008.067.1
明	縱	43	Mou2008.067.1
明	皇	43	Mou2008.067.1
明	通	43	Mou2008.067.1
明	㢕	43	Mou2008.067.1
明	同	43	Mou2008.067.1
明	功	43	Mou2008.067.1
明	誦	43	Mou2008.067.1
明	易	43	Mou2008.067.1
明	歸	43	Mou2008.067.1
明	麗	43	Mou2008.067.1
情	榮	43	Mou2008.067.1
情	縱	43	Mou2008.067.1
情	皇	43	Mou2008.067.1
情	通	43	Mou2008.067.1
情	㢕	43	Mou2008.067.1
情	同	43	Mou2008.067.1
情	功	43	Mou2008.067.1
情	誦	43	Mou2008.067.1
情	易	43	Mou2008.067.1
情	歸	43	Mou2008.067.1
情	麗	43	Mou2008.067.1
榮	縱	43	Mou2008.067.1
榮	皇	43	Mou2008.067.1
榮	通	43	Mou2008.067.1
榮	㢕	43	Mou2008.067.1
榮	同	43	Mou2008.067.1
榮	功	43	Mou2008.067.1
榮	誦	43	Mou2008.067.1
榮	易	43	Mou2008.067.1
榮	歸	43	Mou2008.067.1
榮	麗	43	Mou2008.067.1
縱	皇	43	Mou2008.067.1
縱	通	43	Mou2008.067.1
縱	㢕	43	Mou2008.067.1
縱	同	43	Mou2008.067.1
縱	功	43	Mou2008.067.1
縱	誦	43	Mou2008.067.1
縱	易	43	Mou2008.067.1
縱	歸	43	Mou2008.067.1
縱	麗	43	Mou2008.067.1
皇	通	43	Mou2008.067.1
皇	㢕	43	Mou2008.067.1
皇	同	43	Mou2008.067.1
皇	功	43	Mou2008.067.1
皇	誦	43	Mou2008.067.1
皇	易	43	Mou2008.067.1
皇	歸	43	Mou2008.067.1
皇	麗	43	Mou2008.067.1
通	㢕	43	Mou2008.067.1
通	同	43	Mou2008.067.1
通	功	43	Mou2008.067.1
通	誦	43	Mou2008.067.1
通	易	43	Mou2008.067.1
通	歸	43	Mou2008.067.1
通	麗	43	Mou2008.067.1
㢕	同	43	Mou2008.067.1
㢕	功	43	Mou2008.067.1
㢕	誦	43	Mou2008.067.1
㢕	易	43	Mou2008.067.1
㢕	歸	43	Mou2008.067.1
㢕	麗	43	Mou2008.067.1
同	功	43	Mou2008.067.1
同	誦	43	Mou2008.067.1
同	易	43	Mou2008.067.1
同	歸	43	Mou2008.067.1
同	麗	43	Mou2008.067.1
功	誦	43	Mou2008.067.1
功	易	43	Mou2008.067.1
功	歸	43	Mou2008.067.1
功	麗	43	Mou2008.067.1
誦	易	43	Mou2008.067.1
誦	歸	43	Mou2008.067.1
誦	麗	43	Mou2008.067.1
易	歸	43	Mou2008.067.1
易	麗	43	Mou2008.067.1
歸	麗	43	Mou2008.067.1
備	1	巖巖繆君，禮性純淑，信心堅明，□□□備
薌	1	□□告□，念遠近敬薌
巷	1	少秉□里□□府召，退辟□□，執念閭巷
命	1	□相□□，□賢知命
紼	1	復遇坐席，要舞黑紼
備	薌	5	Mou2008.069.1
備	巷	5	Mou2008.069.1
備	命	5	Mou2008.069.1
備	紼	5	Mou2008.069.1
薌	巷	5	Mou2008.069.1
薌	命	5	Mou2008.069.1
薌	紼	5	Mou2008.069.1
巷	命	5	Mou2008.069.1
巷	紼	5	Mou2008.069.1
命	紼	5	Mou2008.069.1
㓝	1	忉戃悔歷□消㓝
寧	1	斯志顛仆，心懷弗寧
榮	1	發憤脩立，以顯光榮
貞	1	惟乾動運，坤道靜貞
靈	1	夫人淑□，□坤之靈
成	1	十六適配，教誨有成
廎	1	□□□瑛，束脩舅姑，絜己不廎
道	1	陰陽喪度，三㓻離道
哀	1	明星隕墜，□□□哀
歸	1	寢疾固銷，大命催□魂靈歸
㓝	寧	10	Mou2008.077.1
㓝	榮	10	Mou2008.077.1
㓝	貞	10	Mou2008.077.1
㓝	靈	10	Mou2008.077.1
㓝	成	10	Mou2008.077.1
㓝	廎	10	Mou2008.077.1
㓝	道	10	Mou2008.077.1
㓝	哀	10	Mou2008.077.1
㓝	歸	10	Mou2008.077.1
寧	榮	10	Mou2008.077.1
寧	貞	10	Mou2008.077.1
寧	靈	10	Mou2008.077.1
寧	成	10	Mou2008.077.1
寧	廎	10	Mou2008.077.1
寧	道	10	Mou2008.077.1
寧	哀	10	Mou2008.077.1
寧	歸	10	Mou2008.077.1
榮	貞	10	Mou2008.077.1
榮	靈	10	Mou2008.077.1
榮	成	10	Mou2008.077.1
榮	廎	10	Mou2008.077.1
榮	道	10	Mou2008.077.1
榮	哀	10	Mou2008.077.1
榮	歸	10	Mou2008.077.1
貞	靈	10	Mou2008.077.1
貞	成	10	Mou2008.077.1
貞	廎	10	Mou2008.077.1
貞	道	10	Mou2008.077.1
貞	哀	10	Mou2008.077.1
貞	歸	10	Mou2008.077.1
靈	成	10	Mou2008.077.1
靈	廎	10	Mou2008.077.1
靈	道	10	Mou2008.077.1
靈	哀	10	Mou2008.077.1
靈	歸	10	Mou2008.077.1
成	廎	10	Mou2008.077.1
成	道	10	Mou2008.077.1
成	哀	10	Mou2008.077.1
成	歸	10	Mou2008.077.1
廎	道	10	Mou2008.077.1
廎	哀	10	Mou2008.077.1
廎	歸	10	Mou2008.077.1
道	哀	10	Mou2008.077.1
道	歸	10	Mou2008.077.1
哀	歸	10	Mou2008.077.1
卦	1	其文曰：皇戲統華胥，承天畫卦
孝	1	顔育空桑，孔制元孝
授	1	俱祖紫宮，大一所授
吐	1	前闓九頭，以󰶘言教；後制百王，獲麟来吐
語	1	制不空作，承天之語
載	1	乾元以來，三九之載
備	1	八皇三代，至孔乃備
載	1	聖人不世，期五百載
讖	1	三陽吐圖，二隂出讖
奧	1	制作之義，以俟知奧
意	1	於穆韓君，獨見天意
思	1	復聖二族，逴越絕思
用	1	脩造禮樂，胡輦器用
廟	1	存古舊宇，慇懃宅廟
賈	1	漆不水解，工不爭賈
注	1	深除玄汙，水通四注
澍	1	禮器升堂，天雨降澍
慶	1	百姓訢和，舉國蒙慶
報	1	神靈祐誠，竭敬之報
壽	1	天與厥福，永享牟壽
代	1	上極華紫，旁伎皇代
燿	1	刊石表銘，與乾運燿
授	1	長期蕩蕩，於盛復授
載	1	赫赫罔窮，聲垂億載
卦	孝	24	Mou2008.080.1
卦	授	24	Mou2008.080.1
卦	吐	24	Mou2008.080.1
卦	語	24	Mou2008.080.1
卦	載	24	Mou2008.080.1
卦	備	24	Mou2008.080.1
卦	載	24	Mou2008.080.1
卦	讖	24	Mou2008.080.1
卦	奧	24	Mou2008.080.1
卦	意	24	Mou2008.080.1
卦	思	24	Mou2008.080.1
卦	用	24	Mou2008.080.1
卦	廟	24	Mou2008.080.1
卦	賈	24	Mou2008.080.1
卦	注	24	Mou2008.080.1
卦	澍	24	Mou2008.080.1
卦	慶	24	Mou2008.080.1
卦	報	24	Mou2008.080.1
卦	壽	24	Mou2008.080.1
卦	代	24	Mou2008.080.1
卦	燿	24	Mou2008.080.1
卦	授	24	Mou2008.080.1
卦	載	24	Mou2008.080.1
孝	授	24	Mou2008.080.1
孝	吐	24	Mou2008.080.1
孝	語	24	Mou2008.080.1
孝	載	24	Mou2008.080.1
孝	備	24	Mou2008.080.1
孝	載	24	Mou2008.080.1
孝	讖	24	Mou2008.080.1
孝	奧	24	Mou2008.080.1
孝	意	24	Mou2008.080.1
孝	思	24	Mou2008.080.1
孝	用	24	Mou2008.080.1
孝	廟	24	Mou2008.080.1
孝	賈	24	Mou2008.080.1
孝	注	24	Mou2008.080.1
孝	澍	24	Mou2008.080.1
孝	慶	24	Mou2008.080.1
孝	報	24	Mou2008.080.1
孝	壽	24	Mou2008.080.1
孝	代	24	Mou2008.080.1
孝	燿	24	Mou2008.080.1
孝	授	24	Mou2008.080.1
孝	載	24	Mou2008.080.1
授	吐	24	Mou2008.080.1
授	語	24	Mou2008.080.1
授	載	24	Mou2008.080.1
授	備	24	Mou2008.080.1
授	載	24	Mou2008.080.1
授	讖	24	Mou2008.080.1
授	奧	24	Mou2008.080.1
授	意	24	Mou2008.080.1
授	思	24	Mou2008.080.1
授	用	24	Mou2008.080.1
授	廟	24	Mou2008.080.1
授	賈	24	Mou2008.080.1
授	注	24	Mou2008.080.1
授	澍	24	Mou2008.080.1
授	慶	24	Mou2008.080.1
授	報	24	Mou2008.080.1
授	壽	24	Mou2008.080.1
授	代	24	Mou2008.080.1
授	燿	24	Mou2008.080.1
授	授	24	Mou2008.080.1
授	載	24	Mou2008.080.1
吐	語	24	Mou2008.080.1
吐	載	24	Mou2008.080.1
吐	備	24	Mou2008.080.1
吐	載	24	Mou2008.080.1
吐	讖	24	Mou2008.080.1
吐	奧	24	Mou2008.080.1
吐	意	24	Mou2008.080.1
吐	思	24	Mou2008.080.1
吐	用	24	Mou2008.080.1
吐	廟	24	Mou2008.080.1
吐	賈	24	Mou2008.080.1
吐	注	24	Mou2008.080.1
吐	澍	24	Mou2008.080.1
吐	慶	24	Mou2008.080.1
吐	報	24	Mou2008.080.1
吐	壽	24	Mou2008.080.1
吐	代	24	Mou2008.080.1
吐	燿	24	Mou2008.080.1
吐	授	24	Mou2008.080.1
吐	載	24	Mou2008.080.1
語	載	24	Mou2008.080.1
語	備	24	Mou2008.080.1
語	載	24	Mou2008.080.1
語	讖	24	Mou2008.080.1
語	奧	24	Mou2008.080.1
語	意	24	Mou2008.080.1
語	思	24	Mou2008.080.1
語	用	24	Mou2008.080.1
語	廟	24	Mou2008.080.1
語	賈	24	Mou2008.080.1
語	注	24	Mou2008.080.1
語	澍	24	Mou2008.080.1
語	慶	24	Mou2008.080.1
語	報	24	Mou2008.080.1
語	壽	24	Mou2008.080.1
語	代	24	Mou2008.080.1
語	燿	24	Mou2008.080.1
語	授	24	Mou2008.080.1
語	載	24	Mou2008.080.1
載	備	24	Mou2008.080.1
載	載	24	Mou2008.080.1
載	讖	24	Mou2008.080.1
載	奧	24	Mou2008.080.1
載	意	24	Mou2008.080.1
載	思	24	Mou2008.080.1
載	用	24	Mou2008.080.1
載	廟	24	Mou2008.080.1
載	賈	24	Mou2008.080.1
載	注	24	Mou2008.080.1
載	澍	24	Mou2008.080.1
載	慶	24	Mou2008.080.1
載	報	24	Mou2008.080.1
載	壽	24	Mou2008.080.1
載	代	24	Mou2008.080.1
載	燿	24	Mou2008.080.1
載	授	24	Mou2008.080.1
載	載	24	Mou2008.080.1
備	載	24	Mou2008.080.1
備	讖	24	Mou2008.080.1
備	奧	24	Mou2008.080.1
備	意	24	Mou2008.080.1
備	思	24	Mou2008.080.1
備	用	24	Mou2008.080.1
備	廟	24	Mou2008.080.1
備	賈	24	Mou2008.080.1
備	注	24	Mou2008.080.1
備	澍	24	Mou2008.080.1
備	慶	24	Mou2008.080.1
備	報	24	Mou2008.080.1
備	壽	24	Mou2008.080.1
備	代	24	Mou2008.080.1
備	燿	24	Mou2008.080.1
備	授	24	Mou2008.080.1
備	載	24	Mou2008.080.1
載	讖	24	Mou2008.080.1
載	奧	24	Mou2008.080.1
載	意	24	Mou2008.080.1
載	思	24	Mou2008.080.1
載	用	24	Mou2008.080.1
載	廟	24	Mou2008.080.1
載	賈	24	Mou2008.080.1
載	注	24	Mou2008.080.1
載	澍	24	Mou2008.080.1
載	慶	24	Mou2008.080.1
載	報	24	Mou2008.080.1
載	壽	24	Mou2008.080.1
載	代	24	Mou2008.080.1
載	燿	24	Mou2008.080.1
載	授	24	Mou2008.080.1
載	載	24	Mou2008.080.1
讖	奧	24	Mou2008.080.1
讖	意	24	Mou2008.080.1
讖	思	24	Mou2008.080.1
讖	用	24	Mou2008.080.1
讖	廟	24	Mou2008.080.1
讖	賈	24	Mou2008.080.1
讖	注	24	Mou2008.080.1
讖	澍	24	Mou2008.080.1
讖	慶	24	Mou2008.080.1
讖	報	24	Mou2008.080.1
讖	壽	24	Mou2008.080.1
讖	代	24	Mou2008.080.1
讖	燿	24	Mou2008.080.1
讖	授	24	Mou2008.080.1
讖	載	24	Mou2008.080.1
奧	意	24	Mou2008.080.1
奧	思	24	Mou2008.080.1
奧	用	24	Mou2008.080.1
奧	廟	24	Mou2008.080.1
奧	賈	24	Mou2008.080.1
奧	注	24	Mou2008.080.1
奧	澍	24	Mou2008.080.1
奧	慶	24	Mou2008.080.1
奧	報	24	Mou2008.080.1
奧	壽	24	Mou2008.080.1
奧	代	24	Mou2008.080.1
奧	燿	24	Mou2008.080.1
奧	授	24	Mou2008.080.1
奧	載	24	Mou2008.080.1
意	思	24	Mou2008.080.1
意	用	24	Mou2008.080.1
意	廟	24	Mou2008.080.1
意	賈	24	Mou2008.080.1
意	注	24	Mou2008.080.1
意	澍	24	Mou2008.080.1
意	慶	24	Mou2008.080.1
意	報	24	Mou2008.080.1
意	壽	24	Mou2008.080.1
意	代	24	Mou2008.080.1
意	燿	24	Mou2008.080.1
意	授	24	Mou2008.080.1
意	載	24	Mou2008.080.1
思	用	24	Mou2008.080.1
思	廟	24	Mou2008.080.1
思	賈	24	Mou2008.080.1
思	注	24	Mou2008.080.1
思	澍	24	Mou2008.080.1
思	慶	24	Mou2008.080.1
思	報	24	Mou2008.080.1
思	壽	24	Mou2008.080.1
思	代	24	Mou2008.080.1
思	燿	24	Mou2008.080.1
思	授	24	Mou2008.080.1
思	載	24	Mou2008.080.1
用	廟	24	Mou2008.080.1
用	賈	24	Mou2008.080.1
用	注	24	Mou2008.080.1
用	澍	24	Mou2008.080.1
用	慶	24	Mou2008.080.1
用	報	24	Mou2008.080.1
用	壽	24	Mou2008.080.1
用	代	24	Mou2008.080.1
用	燿	24	Mou2008.080.1
用	授	24	Mou2008.080.1
用	載	24	Mou2008.080.1
廟	賈	24	Mou2008.080.1
廟	注	24	Mou2008.080.1
廟	澍	24	Mou2008.080.1
廟	慶	24	Mou2008.080.1
廟	報	24	Mou2008.080.1
廟	壽	24	Mou2008.080.1
廟	代	24	Mou2008.080.1
廟	燿	24	Mou2008.080.1
廟	授	24	Mou2008.080.1
廟	載	24	Mou2008.080.1
賈	注	24	Mou2008.080.1
賈	澍	24	Mou2008.080.1
賈	慶	24	Mou2008.080.1
賈	報	24	Mou2008.080.1
賈	壽	24	Mou2008.080.1
賈	代	24	Mou2008.080.1
賈	燿	24	Mou2008.080.1
賈	授	24	Mou2008.080.1
賈	載	24	Mou2008.080.1
注	澍	24	Mou2008.080.1
注	慶	24	Mou2008.080.1
注	報	24	Mou2008.080.1
注	壽	24	Mou2008.080.1
注	代	24	Mou2008.080.1
注	燿	24	Mou2008.080.1
注	授	24	Mou2008.080.1
注	載	24	Mou2008.080.1
澍	慶	24	Mou2008.080.1
澍	報	24	Mou2008.080.1
澍	壽	24	Mou2008.080.1
澍	代	24	Mou2008.080.1
澍	燿	24	Mou2008.080.1
澍	授	24	Mou2008.080.1
澍	載	24	Mou2008.080.1
慶	報	24	Mou2008.080.1
慶	壽	24	Mou2008.080.1
慶	代	24	Mou2008.080.1
慶	燿	24	Mou2008.080.1
慶	授	24	Mou2008.080.1
慶	載	24	Mou2008.080.1
報	壽	24	Mou2008.080.1
報	代	24	Mou2008.080.1
報	燿	24	Mou2008.080.1
報	授	24	Mou2008.080.1
報	載	24	Mou2008.080.1
壽	代	24	Mou2008.080.1
壽	燿	24	Mou2008.080.1
壽	授	24	Mou2008.080.1
壽	載	24	Mou2008.080.1
代	燿	24	Mou2008.080.1
代	授	24	Mou2008.080.1
代	載	24	Mou2008.080.1
燿	授	24	Mou2008.080.1
燿	載	24	Mou2008.080.1
授	載	24	Mou2008.080.1
德	1	其辭曰：於惟郎中，寔天生德
力	1	頙親誨弟，虔恭竭力
則	1	教我義方，導我礼則
式	1	傳宣孔業，作世模式
勖	1	從政事上，忠以自勖
服	1	貢計王庭，華夏歸服
特	1	帝用嘉之，顯拜殊特
得	1	將從雅意，色斯自得
沛	1	乃遭氛災，隕命顛沛
直	1	家失所怙，國亡忠直
告	1	俯哭誰𧦡，卬唬焉告
毓	1	嗟嗟孟子，苗而弗毓
極	1	奉我元兄，󶠴孝罔極
勒	1	魂而有靈，亦歆斯勒
德	力	14	Mou2008.082.1
德	則	14	Mou2008.082.1
德	式	14	Mou2008.082.1
德	勖	14	Mou2008.082.1
德	服	14	Mou2008.082.1
德	特	14	Mou2008.082.1
德	得	14	Mou2008.082.1
德	沛	14	Mou2008.082.1
德	直	14	Mou2008.082.1
德	告	14	Mou2008.082.1
德	毓	14	Mou2008.082.1
德	極	14	Mou2008.082.1
德	勒	14	Mou2008.082.1
力	則	14	Mou2008.082.1
力	式	14	Mou2008.082.1
力	勖	14	Mou2008.082.1
力	服	14	Mou2008.082.1
力	特	14	Mou2008.082.1
力	得	14	Mou2008.082.1
力	沛	14	Mou2008.082.1
力	直	14	Mou2008.082.1
力	告	14	Mou2008.082.1
力	毓	14	Mou2008.082.1
力	極	14	Mou2008.082.1
力	勒	14	Mou2008.082.1
則	式	14	Mou2008.082.1
則	勖	14	Mou2008.082.1
則	服	14	Mou2008.082.1
則	特	14	Mou2008.082.1
則	得	14	Mou2008.082.1
則	沛	14	Mou2008.082.1
則	直	14	Mou2008.082.1
則	告	14	Mou2008.082.1
則	毓	14	Mou2008.082.1
則	極	14	Mou2008.082.1
則	勒	14	Mou2008.082.1
式	勖	14	Mou2008.082.1
式	服	14	Mou2008.082.1
式	特	14	Mou2008.082.1
式	得	14	Mou2008.082.1
式	沛	14	Mou2008.082.1
式	直	14	Mou2008.082.1
式	告	14	Mou2008.082.1
式	毓	14	Mou2008.082.1
式	極	14	Mou2008.082.1
式	勒	14	Mou2008.082.1
勖	服	14	Mou2008.082.1
勖	特	14	Mou2008.082.1
勖	得	14	Mou2008.082.1
勖	沛	14	Mou2008.082.1
勖	直	14	Mou2008.082.1
勖	告	14	Mou2008.082.1
勖	毓	14	Mou2008.082.1
勖	極	14	Mou2008.082.1
勖	勒	14	Mou2008.082.1
服	特	14	Mou2008.082.1
服	得	14	Mou2008.082.1
服	沛	14	Mou2008.082.1
服	直	14	Mou2008.082.1
服	告	14	Mou2008.082.1
服	毓	14	Mou2008.082.1
服	極	14	Mou2008.082.1
服	勒	14	Mou2008.082.1
特	得	14	Mou2008.082.1
特	沛	14	Mou2008.082.1
特	直	14	Mou2008.082.1
特	告	14	Mou2008.082.1
特	毓	14	Mou2008.082.1
特	極	14	Mou2008.082.1
特	勒	14	Mou2008.082.1
得	沛	14	Mou2008.082.1
得	直	14	Mou2008.082.1
得	告	14	Mou2008.082.1
得	毓	14	Mou2008.082.1
得	極	14	Mou2008.082.1
得	勒	14	Mou2008.082.1
沛	直	14	Mou2008.082.1
沛	告	14	Mou2008.082.1
沛	毓	14	Mou2008.082.1
沛	極	14	Mou2008.082.1
沛	勒	14	Mou2008.082.1
直	告	14	Mou2008.082.1
直	毓	14	Mou2008.082.1
直	極	14	Mou2008.082.1
直	勒	14	Mou2008.082.1
告	毓	14	Mou2008.082.1
告	極	14	Mou2008.082.1
告	勒	14	Mou2008.082.1
毓	極	14	Mou2008.082.1
毓	勒	14	Mou2008.082.1
極	勒	14	Mou2008.082.1
則	1	其辭曰：□永挺□□□□，□聖□兮勳典則
軄	1	□□□兮刺過直，以謇愕兮□右軄
億	1	垂功烈兮光万億
則	軄	3	Mou2008.086.1
則	億	3	Mou2008.086.1
軄	億	3	Mou2008.086.1
光	1	乃作頌曰：穆穆聖蒼，（下闕）表名，永久彌光
行	1	無德不報，□□百行
融	1	順禮（下闕）聲，休嘉孔融
光	行	3	Mou2008.087.1
光	融	3	Mou2008.087.1
行	融	3	Mou2008.087.1
造	1	其辭曰：泫泫淮源，聖禹所導；湯湯其逝，惟海是造
道	1	疏穢濟遠，柔順其道
武	1	弱而能强，仁而能武
取	1	□□晝夜，明哲所取
矩	1	寔爲四瀆，與河合矩
則	1	烈烈明府，好古之則
德	1	虔恭禮祀，不愆其德
力	1	惟前廢弛，匪躬匪力
忒	1	災眚以興，陰陽以忒
側	1	陟彼高岡，臻茲廟側
福	1	肅肅其敬，靈祇降福
服	1	雍雍其和，民用悅服
殖	1	穰穰其慶，年穀豐殖
息	1	望君輿駕，扶老攜息
食	1	慕君塵軌，𠬼走忘食
極	1	懷君恵賜，思君罔極
億	1	于胥樂兮，傳于萬億
造	道	17	Mou2008.088.1
造	武	17	Mou2008.088.1
造	取	17	Mou2008.088.1
造	矩	17	Mou2008.088.1
造	則	17	Mou2008.088.1
造	德	17	Mou2008.088.1
造	力	17	Mou2008.088.1
造	忒	17	Mou2008.088.1
造	側	17	Mou2008.088.1
造	福	17	Mou2008.088.1
造	服	17	Mou2008.088.1
造	殖	17	Mou2008.088.1
造	息	17	Mou2008.088.1
造	食	17	Mou2008.088.1
造	極	17	Mou2008.088.1
造	億	17	Mou2008.088.1
道	武	17	Mou2008.088.1
道	取	17	Mou2008.088.1
道	矩	17	Mou2008.088.1
道	則	17	Mou2008.088.1
道	德	17	Mou2008.088.1
道	力	17	Mou2008.088.1
道	忒	17	Mou2008.088.1
道	側	17	Mou2008.088.1
道	福	17	Mou2008.088.1
道	服	17	Mou2008.088.1
道	殖	17	Mou2008.088.1
道	息	17	Mou2008.088.1
道	食	17	Mou2008.088.1
道	極	17	Mou2008.088.1
道	億	17	Mou2008.088.1
武	取	17	Mou2008.088.1
武	矩	17	Mou2008.088.1
武	則	17	Mou2008.088.1
武	德	17	Mou2008.088.1
武	力	17	Mou2008.088.1
武	忒	17	Mou2008.088.1
武	側	17	Mou2008.088.1
武	福	17	Mou2008.088.1
武	服	17	Mou2008.088.1
武	殖	17	Mou2008.088.1
武	息	17	Mou2008.088.1
武	食	17	Mou2008.088.1
武	極	17	Mou2008.088.1
武	億	17	Mou2008.088.1
取	矩	17	Mou2008.088.1
取	則	17	Mou2008.088.1
取	德	17	Mou2008.088.1
取	力	17	Mou2008.088.1
取	忒	17	Mou2008.088.1
取	側	17	Mou2008.088.1
取	福	17	Mou2008.088.1
取	服	17	Mou2008.088.1
取	殖	17	Mou2008.088.1
取	息	17	Mou2008.088.1
取	食	17	Mou2008.088.1
取	極	17	Mou2008.088.1
取	億	17	Mou2008.088.1
矩	則	17	Mou2008.088.1
矩	德	17	Mou2008.088.1
矩	力	17	Mou2008.088.1
矩	忒	17	Mou2008.088.1
矩	側	17	Mou2008.088.1
矩	福	17	Mou2008.088.1
矩	服	17	Mou2008.088.1
矩	殖	17	Mou2008.088.1
矩	息	17	Mou2008.088.1
矩	食	17	Mou2008.088.1
矩	極	17	Mou2008.088.1
矩	億	17	Mou2008.088.1
則	德	17	Mou2008.088.1
則	力	17	Mou2008.088.1
則	忒	17	Mou2008.088.1
則	側	17	Mou2008.088.1
則	福	17	Mou2008.088.1
則	服	17	Mou2008.088.1
則	殖	17	Mou2008.088.1
則	息	17	Mou2008.088.1
則	食	17	Mou2008.088.1
則	極	17	Mou2008.088.1
則	億	17	Mou2008.088.1
德	力	17	Mou2008.088.1
德	忒	17	Mou2008.088.1
德	側	17	Mou2008.088.1
德	福	17	Mou2008.088.1
德	服	17	Mou2008.088.1
德	殖	17	Mou2008.088.1
德	息	17	Mou2008.088.1
德	食	17	Mou2008.088.1
德	極	17	Mou2008.088.1
德	億	17	Mou2008.088.1
力	忒	17	Mou2008.088.1
力	側	17	Mou2008.088.1
力	福	17	Mou2008.088.1
力	服	17	Mou2008.088.1
力	殖	17	Mou2008.088.1
力	息	17	Mou2008.088.1
力	食	17	Mou2008.088.1
力	極	17	Mou2008.088.1
力	億	17	Mou2008.088.1
忒	側	17	Mou2008.088.1
忒	福	17	Mou2008.088.1
忒	服	17	Mou2008.088.1
忒	殖	17	Mou2008.088.1
忒	息	17	Mou2008.088.1
忒	食	17	Mou2008.088.1
忒	極	17	Mou2008.088.1
忒	億	17	Mou2008.088.1
側	福	17	Mou2008.088.1
側	服	17	Mou2008.088.1
側	殖	17	Mou2008.088.1
側	息	17	Mou2008.088.1
側	食	17	Mou2008.088.1
側	極	17	Mou2008.088.1
側	億	17	Mou2008.088.1
福	服	17	Mou2008.088.1
福	殖	17	Mou2008.088.1
福	息	17	Mou2008.088.1
福	食	17	Mou2008.088.1
福	極	17	Mou2008.088.1
福	億	17	Mou2008.088.1
服	殖	17	Mou2008.088.1
服	息	17	Mou2008.088.1
服	食	17	Mou2008.088.1
服	極	17	Mou2008.088.1
服	億	17	Mou2008.088.1
殖	息	17	Mou2008.088.1
殖	食	17	Mou2008.088.1
殖	極	17	Mou2008.088.1
殖	億	17	Mou2008.088.1
息	食	17	Mou2008.088.1
息	極	17	Mou2008.088.1
息	億	17	Mou2008.088.1
食	極	17	Mou2008.088.1
食	億	17	Mou2008.088.1
極	億	17	Mou2008.088.1
簿	1	其辭曰：父通，本治白孟《易》丁君章句，師事上黨鮑公，故郡掾史、功曹主簿
微	1	載□□三，卦位蹇微
斯	1	遂不□起，掩然至斯
何	1	孤子推胸，痛當奈何
悲	1	婦孫□□，靡不感悲
人	1	臨兄弟四：兄長真，年加伯仲，立子三人
夜	1	委遰子□，弟均□過，蚤離春秋，永歸長夜
心	1	昭代不立，言之切痛傷人心
實	1	所謂苗能不秀，秀能不實
喪	1	昔武王遭疾，賴有周公，為王殘命，復得延年，□有窮□，□□若喪
長	1	由斯言之，命有𢭃長
陳	1	追念父恩，不可稱陳
先	1	將作丘封，因序祖先
靈	1	適□礿祠，蒸嘗魂靈
竟	1	富貴無恙，傳于子孫，□之無竟
分	1	亂曰：陰陽變化，四時分兮
存	1	人命短長，伹不存兮
塵	1	改華易實，震垢塵兮
門	1	緯象泰清，集神門兮
